Nome,Categoria,Duracao,Imagem
Star Trek Beyond,Ficcao Cientifica,123,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Transformers,Ficcao Cientifica,144,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
I Am Mother,Ficcao Cientifica,113,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Godzilla vs. Kong,Ficcao Cientifica,113,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Venom: Let There Be Carnage,Ficcao Cientifica,97,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Lucy,Ficcao Cientifica,89,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Corpse Bride,Romance,77,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Booty Call,Romance,79,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
6 Years,Romance,79,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Blue Jay,Romance,80,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
5 Centimeters Per Second,Romance,62,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Top Gun,Romance,109,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Love & Other Drugs,Romance,112,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
How to Lose a Guy in 10 Days,Romance,116,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Bodyguard,Romance,130,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Pad Man,Romance,130,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Two,Suspense,71,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Nairobby,Suspense,77,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Gravity,Suspense,90,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Watchman,Suspense,92,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
1922,Suspense,102,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Twin Murders: the Silence of the White City,Suspense,110,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
And Tomorrow the Entire World,Suspense,111,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Kappela,Suspense,111,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Rebecca,Suspense,123,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
The Guardian,Suspense,127,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Creep,Terror,77,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Ouija: Origin of Evil,Terror,99,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Slender Man,Terror,93,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Insidious: Chapter 3,Terror,97,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Eli,Terror,98,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Orphan,Terror,122,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Devil,Terror,80,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
Evil Dead,Terror,91,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
The Possession of Hannah Grace,Terror,85,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg
The Ritual,Terror,94,https://s2.glbimg.com/iMfP_0f2kWSDVF7nhBOEG1o53G8=/362x536/https://s2.glbimg.com/3ASFpuHdW4mMGsR3I_3fUcUr9y0=/i.s3.glbimg.com/v1/AUTH_c3c606ff68e7478091d1ca496f9c5625/internal_photos/bs/2021/8/w/gqRGatS96weOejq5Cn2w/2021-2317-horizonte-profundo-poster-globoplay.jpg